op,Peças,Quantidade,Tamanho da peça,Peso,Tempo,Espessura,Aproveitamento,Tamanho da chapa,qt. chapa,data abertura de op,maquina,op_espelho,opp,DATA,PADRÃO?,operador_final_matricula
1625 JFY,425801-GUIA DA PLATAFORMA CBHM,24,109.61 * 50.00,,,"6,35 mm ","0,8949","1200,00 × 2280,00 mm","3,00",22/03/2025,Laser JYF,,opp,,,PCP
1625 JFY,033612 - ARRUELA [ESPAÇADOR - CBH M18],99,38.00 * 38.00,,,"6,35 mm ","0,8949","1200,00 × 2280,00 mm","3,00",22/03/2025,Laser JYF,,opp,,,PCP
1625 JFY,025749 - COMPLEMENTO TRANSV. SUPERIOR BALANCIM - CHASSI F6SS M14,12,74.00 * 100.00,,,"6,35 mm ","0,8949","1200,00 × 2280,00 mm","3,00",22/03/2025,Laser JYF,,opp,,,PCP
1626 JFY,030348-REFORÇO DA LONGARINA v3,5,1599.68 * 191.00,,,"6,35 mm ","0,9055","1200,00 × 2000,00 mm","1,00",22/03/2025,Laser JYF,,opp,,,PCP
1626 JFY,031226 - CANTONEIRA TAMPA TRASEIRA,1,1520.00 * 117.40,,,"6,35 mm ","0,9055","1200,00 × 2000,00 mm","1,00",22/03/2025,Laser JYF,,opp,,,PCP
1626 JFY,425187,2,705.00 * 235.00,,,"6,35 mm ","0,9055","1200,00 × 2000,00 mm","1,00",22/03/2025,Laser JYF,,opp,,,PCP
1626 JFY,012919 - REFORÇO EXTERNO [CAÇAMBA SIMPLES - CBH],34,90.00 * 116.00,,,"6,35 mm ","0,9055","1200,00 × 2000,00 mm","1,00",22/03/2025,Laser JYF,,opp,,,PCP
1626 JFY,425801-GUIA DA PLATAFORMA CBHM,12,109.61 * 50.00,,,"6,35 mm ","0,9055","1200,00 × 2000,00 mm","1,00",22/03/2025,Laser JYF,,opp,,,PCP
1626 JFY,027757 - CHAPA OLHAL FUSO,35,45.00 * 40.00,,,"6,35 mm ","0,9055","1200,00 × 2000,00 mm","1,00",22/03/2025,Laser JYF,,opp,,,PCP
106906,"030544 - CHAPEAMENTO LATERAL _ CAÇAMBA 1-2 EIXOS TRS-ABL _ CBH 6,0T",5,,,,"2,65 mm","0,9695","1500,00 × 3700,00 mm","5,00",22/03/2025,Laser JYF,558 JFY,,,,PCP
20148,030574-PLACA DE APOIO M17,0,"670,00 × 557,68 mm","22,8 kg",0:01:14,"MS 8,00 mm ","88,64%","6000,00 × 1200,00 mm","1,00",22/03/2025,Plasma,,opp,,,PCP
20148,030424-reforço da longarina,0,"1325,00 × 217,00 mm","15,5 kg",0:01:02,"MS 8,00 mm ","88,64%","6000,00 × 1200,00 mm","1,00",22/03/2025,Plasma,,opp,,,PCP
20148,030387 - BASE MOVEL [MACACO - CBH],21,"24,10 × 90,00 mm","0,1 kg",0:00:38,"MS 8,00 mm ","88,64%","6000,00 × 1200,00 mm","1,00",22/03/2025,Plasma,,opp,,,PCP
20148,409753 - SUPORTE TRASEIRO [CHASSI - CBHM],30,"330,00 × 310,00 mm","3,2 kg",0:00:44,"MS 8,00 mm ","88,64%","6000,00 × 1200,00 mm","1,00",22/03/2025,Plasma,,opp,,,PCP
20148,439990 - PLASMA,41,"40,00 × 85,00 mm","0,2 kg",0:00:15,"MS 8,00 mm ","88,64%","6000,00 × 1200,00 mm","1,00",22/03/2025,Plasma,,opp,,,PCP
20148,029964-APOIO DA TAMPA TRAS.-CBH-M16,3,"60,00 × 70,00 mm","0,3 kg",0:00:15,"MS 8,00 mm ","88,64%","6000,00 × 1200,00 mm","1,00",22/03/2025,Plasma,,opp,,,PCP
20148,025846 - REFORCO LAT DA PLACA - 5 RODA - CBH  CBHM 02 EIXOS,0,"88,52 × 184,00 mm","0,8 kg",0:00:20,"MS 8,00 mm ","88,64%","6000,00 × 1200,00 mm","1,00",22/03/2025,Plasma,,opp,,,PCP
20148,025842 - REF DA PLACA - 5 RODA - CBH  CBHM 02 EIXOS,6,"88,52 × 97,00 mm","0,4 kg",0:00:16,"MS 8,00 mm ","88,64%","6000,00 × 1200,00 mm","1,00",22/03/2025,Plasma,,opp,,,PCP
20148,025739PL - COM FURO MAIOR,10,"200,00 × 160,08 mm","2,0 kg",0:00:36,"MS 8,00 mm ","88,64%","6000,00 × 1200,00 mm","1,00",22/03/2025,Plasma,,opp,,,PCP
20148,030501- REFORÇO LONGARINA,6,"950,00 × 163,00 mm","8,3 kg",0:01:05,"MS 8,00 mm ","88,64%","6000,00 × 1200,00 mm","1,00",22/03/2025,Plasma,,opp,,,PCP
20148,"030336 - APOIO DA ARTICULAÇAO _ CHASSI DA CAÇAMBA-PLATAFORMA _ CBH-CBHM 4,0T",24,"1040,00 × 154,00 mm","9,2 kg",0:01:08,"MS 8,00 mm ","88,64%","6000,00 × 1200,00 mm","1,00",22/03/2025,Plasma,,opp,,,PCP
106907,031484 - LONGARINA _ PLATAFORMA _ CBHM 6000 CAFEEIRA,20,,,,5 mm,"0,9581","1200,00 × 4040,00 mm","5,00",22/03/2025,Laser JYF,393 JFY,,,,PCP
106907,032045  - CANTONEIRA INFERIOR [TAMPA TRASEIRA - CBHM5000],10,,,,5 mm,"0,9581","1200,00 × 4040,00 mm","5,00",22/03/2025,Laser JYF,393 JFY,,,,PCP
106907,"013213 - FECHAMENTO LATERAL _ TAMPA TRASEIRA 1,10M _ CBHM 5000-6000",15,,,,5 mm,"0,9581","1200,00 × 4040,00 mm","5,00",22/03/2025,Laser JYF,393 JFY,,,,PCP
106907,412661 - ARRUELA PARA RETENTOR [EIXO - F6],20,,,,5 mm,"0,9581","1200,00 × 4040,00 mm","5,00",22/03/2025,Laser JYF,393 JFY,,,,PCP
20149,030506 - TRANSV. DIANT. TRAS. E CENTRAL,8,"657,00 × 215,71 mm","6,3 kg",0:00:37,"MS 6,00 mm ","91,94%","6000,00 × 1200,00 mm","2,00",24/03/2025,Plasma,,opp,,,PCP
20149,"030425- LONGARINA CHASSI SIMPLES SS CBH6,0T 1 EIXO",6,"3271,46 × 314,00 mm","46,7 kg",0:01:59,"MS 6,00 mm ","91,94%","6000,00 × 1200,00 mm","2,00",24/03/2025,Plasma,,opp,,,PCP
20149,030508 - REFORÇO,10,"1068,00 × 205,00 mm","8,1 kg",0:00:45,"MS 6,00 mm ","91,94%","6000,00 × 1200,00 mm","2,00",24/03/2025,Plasma,,opp,,,PCP
20149,"030509 - TRANSVERSINA INTERMEDIARIA TRASEIRA _ CHASSI 2 EIXOS _ CBH-CBHM 6,0T",10,"512,00 × 281,80 mm","6,7 kg",0:01:01,"MS 6,00 mm ","91,94%","6000,00 × 1200,00 mm","2,00",24/03/2025,Plasma,,opp,,,PCP
20149,031227 - CANTONEIRA INF. TAMPA TRASEIRA M18,10,"1932,00 × 111,09 mm","9,9 kg",0:01:49,"MS 6,00 mm ","91,94%","6000,00 × 1200,00 mm","2,00",24/03/2025,Plasma,,opp,,,PCP
20149,018338 - ENGATE S TRAVA - GRADES CBHM,128,"150,00 × 44,00 mm","0,3 kg",0:00:16,"MS 6,00 mm ","91,94%","6000,00 × 1200,00 mm","2,00",24/03/2025,Plasma,,opp,,,PCP
20149,030721-COMPLEMENTO DA LONGARINA,28,"97,19 × 50,00 mm","0,2 kg",0:00:14,"MS 6,00 mm ","91,94%","6000,00 × 1200,00 mm","2,00",24/03/2025,Plasma,,opp,,,PCP
106908,032553 [LASER] - TRANSVERSINA TRASEIRA _,18,,,,11,"0,8714275668073136","4000,00 x 1500,00 mm","3,00",24/03/2025,Laser,2859,,,,PCP
106908,030366 - TRANSVERSINA INFERIOR MAIOR [CA,9,,,,11,"0,8714275668073136","4000,00 x 1500,00 mm","3,00",24/03/2025,Laser,2859,,,,PCP
106908,032669 - REFORÇO MAIOR [GAIOLA KIT INCEN,45,,,,11,"0,8714275668073136","4000,00 x 1500,00 mm","3,00",24/03/2025,Laser,2859,,,,PCP
106908,032670 - REFORÇO MENOR [GAIOLA KIT INCEN,30,,,,11,"0,8714275668073136","4000,00 x 1500,00 mm","3,00",24/03/2025,Laser,2859,,,,PCP
106908,409960  TRANSVERSINA CENTRAL PLAT CBHM 4,6,,,,11,"0,8714275668073136","4000,00 x 1500,00 mm","3,00",24/03/2025,Laser,2859,,,,PCP
106909,466566 - CHAPEAMENTO [TAMPA LATERAL INFERIOR - CBHM 3500],8,,,,2 mm ,"0,9047","1200,00 × 2810,00 mm","8,00",24/03/2025,Laser JYF,1469 JFY,,,,PCP
106909,465793-PLASMA,32,,,,2 mm ,"0,9047","1200,00 × 2810,00 mm","8,00",24/03/2025,Laser JYF,1469 JFY,,,,PCP
106909,"460709-TRANSV FRONTAL PLAT (3500,5000) CBHM",8,,,,2 mm ,"0,9047","1200,00 × 2810,00 mm","8,00",24/03/2025,Laser JYF,1469 JFY,,,,PCP
106909,031018 - COLUNA LATERAL ALT 45 MD rev 03,8,,,,2 mm ,"0,9047","1200,00 × 2810,00 mm","8,00",24/03/2025,Laser JYF,1469 JFY,,,,PCP
20150,025401 - SUPORTE DO CILINDRO - CHASSI DA CAÇAMBA CBH (M13) 8T,24,"185,00 × 250,00 mm","4,3 kg",0:00:55,"MS 12,00 mm ","84,51%","1442,00 × 1520,00 mm","1,00",24/03/2025,Plasma,,opp,,,PCP
20150,030598 - REFORÇO LATERAL EXTERNO [CAÇAMBA SIMPLES - CBH9 M22],36,"76,20 × 300,00 mm","2,0 kg",0:01:08,"MS 12,00 mm ","84,51%","1442,00 × 1520,00 mm","1,00",24/03/2025,Plasma,,opp,,,PCP
1627 JFY,032656 -[212300] ARRUELA LISA 27MM POL. CHAPA 3I16 -Un,539,50.00 * 50.00,,,"4,76 mm ","0,4655","1200,00 × 1300,00 mm","1,00",24/03/2025,Laser JYF,,opp,,,PCP
106910,466578 - FECHAMENTO LATERAL _ TAMPA DIAN,80,,,,5/32,"0,9.16831e+19","4000,00 x 1200,00 mm","1,00",24/03/2025,Laser,2646,,,,PCP
106910,450790,0,,,,5/32,"0,9.16831e+19","4000,00 x 1200,00 mm","1,00",24/03/2025,Laser,2646,,,,PCP
106910,481713-plasma,0,,,,5/32,"0,9.16831e+19","4000,00 x 1200,00 mm","1,00",24/03/2025,Laser,2646,,,,PCP
106910,409820 - PLASMA,48,,,,5/32,"0,9.16831e+19","4000,00 x 1200,00 mm","1,00",24/03/2025,Laser,2646,,,,PCP
106910,409686-TRANSV INTERMEDIARIA CBHM,0,,,,5/32,"0,9.16831e+19","4000,00 x 1200,00 mm","1,00",24/03/2025,Laser,2646,,,,PCP
106910,031238 - FECHAM. DO FUEIRO DIANT. SUP. M,12,,,,5/32,"0,9.16831e+19","4000,00 x 1200,00 mm","1,00",24/03/2025,Laser,2646,,,,PCP
106910,031237 - CHAPEAM. DO FUEIRO DIANT. M18 v,0,,,,5/32,"0,9.16831e+19","4000,00 x 1200,00 mm","1,00",24/03/2025,Laser,2646,,,,PCP
1628 JFY,033719 - ORELHA DOBRADA [SUPORTE DO KIT - FT12500 M22],40,171.09 * 30.00,,,"4,76 mm ","0,8109","1200,00 × 4040,00 mm","1,00",24/03/2025,Laser JYF,,opp,,,PCP
1628 JFY,033648 - ORELHA INFERIOR [ASSOALHO - FT10500 M22],40,51.00 * 59.96,,,"4,76 mm ","0,8109","1200,00 × 4040,00 mm","1,00",24/03/2025,Laser JYF,,opp,,,PCP
1628 JFY,033655 - ORELHA DO SUPORTE [GAIOLA - FT10500 M22],40,40.00 * 40.00,,,"4,76 mm ","0,8109","1200,00 × 4040,00 mm","1,00",24/03/2025,Laser JYF,,opp,,,PCP
1628 JFY,032352 - SUPORTE FRONTAL FURADO _ CHASSI _ CBH-CBHM,6,1146.58 * 674.59,,,"4,76 mm ","0,8109","1200,00 × 4040,00 mm","1,00",24/03/2025,Laser JYF,,opp,,,PCP
1628 JFY,415005 - PLASMA,26,190.00 * 22.00,,,"4,76 mm ","0,8109","1200,00 × 4040,00 mm","1,00",24/03/2025,Laser JYF,,opp,,,PCP
1628 JFY,032353 - COMPL. SUPORTE FRONTAL _ CHASSI _ CBH-CBHM,6,215.00 * 364.00,,,"4,76 mm ","0,8109","1200,00 × 4040,00 mm","1,00",24/03/2025,Laser JYF,,opp,,,PCP
1628 JFY,033889 - REFORÇO INTERIOR DO CABEÇÃO,12,135.00 * 85.00,,,"4,76 mm ","0,8109","1200,00 × 4040,00 mm","1,00",24/03/2025,Laser JYF,,opp,,,PCP
106911,030388 - COMPLEMENTO BASE MÓVEL,14,,,,"4,75 mm ","0,9457","1200,00 × 2820,00 mm","2,00",24/03/2025,Laser JYF,852 JFY,,,,PCP
106911,031509 - LONGARINA,6,,,,"4,75 mm ","0,9457","1200,00 × 2820,00 mm","2,00",24/03/2025,Laser JYF,852 JFY,,,,PCP
106911,"013213 - FECHAMENTO LATERAL _ TAMPA TRASEIRA 1,10M _ CBHM 5000-6000",2,,,,"4,75 mm ","0,9457","1200,00 × 2820,00 mm","2,00",24/03/2025,Laser JYF,852 JFY,,,,PCP
106911,030375 - FIXADOR [TAMPA LATERAL - CBH],14,,,,"4,75 mm ","0,9457","1200,00 × 2820,00 mm","2,00",24/03/2025,Laser JYF,852 JFY,,,,PCP
20151,028757-REFORÇO DA ARTICULAÇÃO-CBH M16-PLASMA,12,"180,00 × 400,00 mm","3,3 kg",0:00:42,"MS 6,00 mm ","89,23%","2280,00 × 1210,00 mm","1,00",24/03/2025,Plasma,,opp,,,PCP
20151,025848,4,"620,00 × 563,90 mm","15,7 kg",0:02:23,"MS 6,00 mm ","89,23%","2280,00 × 1210,00 mm","1,00",24/03/2025,Plasma,,opp,,,PCP
20151,030721-COMPLEMENTO DA LONGARINA,20,"97,19 × 50,00 mm","0,2 kg",0:00:14,"MS 6,00 mm ","89,23%","2280,00 × 1210,00 mm","1,00",24/03/2025,Plasma,,opp,,,PCP
20151,018338 - ENGATE S TRAVA - GRADES CBHM,30,"150,00 × 44,00 mm","0,3 kg",0:00:16,"MS 6,00 mm ","89,23%","2280,00 × 1210,00 mm","1,00",24/03/2025,Plasma,,opp,,,PCP
106912,409741 - SAPATA [CHASSI - CBHM],24,,,,"MS 10,00 mm ","0,8702","3010,00 × 1510,00 mm","1,00",24/03/2025,Plasma,19925,,,,PCP
106912,030727-SUPORTE TRASEIRO INTERNO-PLASMA,12,,,,"MS 10,00 mm ","0,8702","3010,00 × 1510,00 mm","1,00",24/03/2025,Plasma,19925,,,,PCP
106912,028743 nao oficial - COM FUROS DE 22mm,6,,,,"MS 10,00 mm ","0,8702","3010,00 × 1510,00 mm","1,00",24/03/2025,Plasma,19925,,,,PCP
106912,035070 - APOIO DA LUVA [IÇAMENTO SIMPLES - MCF M24],0,,,,"MS 10,00 mm ","0,8702","3010,00 × 1510,00 mm","1,00",24/03/2025,Plasma,19925,,,,PCP
106912,034825 - REFORÇO EMBOLO [IÇAMENTO SIMPLES - MCF M23],0,,,,"MS 10,00 mm ","0,8702","3010,00 × 1510,00 mm","1,00",24/03/2025,Plasma,19925,,,,PCP
106912,030444-SUPORTE TRASEIRO-PLASMA,12,,,,"MS 10,00 mm ","0,8702","3010,00 × 1510,00 mm","1,00",24/03/2025,Plasma,19925,,,,PCP
106912,[PERFISUL] 494653 - DOBRADIÇA [FUEIRO TRASEIRO - CBHM],23,,,,"MS 10,00 mm ","0,8702","3010,00 × 1510,00 mm","1,00",24/03/2025,Plasma,19925,,,,PCP
106912,494495LA - DOBRADIÇA [TAMPA TRASEIRA - CBHM],7,,,,"MS 10,00 mm ","0,8702","3010,00 × 1510,00 mm","1,00",24/03/2025,Plasma,19925,,,,PCP
106912,030381 - FIXADOR DO MACACO [SUPORTE FRONTAL - CBH],18,,,,"MS 10,00 mm ","0,8702","3010,00 × 1510,00 mm","1,00",24/03/2025,Plasma,19925,,,,PCP
2875,466578 - FECHAMENTO LATERAL _ TAMPA DIAN,126,,,,5/32 ,0.9203387471337626,"3000,00 x 1200,00 mm","2,00",24/03/2025,Laser,,opp,,,PCP
2875,450790,2,,,,5/32 ,0.9203387471337626,"3000,00 x 1200,00 mm","2,00",24/03/2025,Laser,,opp,,,PCP
2875,481713-plasma,0,,,,5/32 ,0.9203387471337626,"3000,00 x 1200,00 mm","2,00",24/03/2025,Laser,,opp,,,PCP
2875,409820 - PLASMA,138,,,,5/32 ,0.9203387471337626,"3000,00 x 1200,00 mm","2,00",24/03/2025,Laser,,opp,,,PCP
2875,409686-TRANSV INTERMEDIARIA CBHM,0,,,,5/32 ,0.9203387471337626,"3000,00 x 1200,00 mm","2,00",24/03/2025,Laser,,opp,,,PCP
2875,031238 - FECHAM. DO FUEIRO DIANT. SUP. M,0,,,,5/32 ,0.9203387471337626,"3000,00 x 1200,00 mm","2,00",24/03/2025,Laser,,opp,,,PCP
2875,031237 - CHAPEAM. DO FUEIRO DIANT. M18 v,4,,,,5/32 ,0.9203387471337626,"3000,00 x 1200,00 mm","2,00",24/03/2025,Laser,,opp,,,PCP
106913,30553,40,,,,2 mm,"0,9383","1210,00 × 3510,00 mm","20,00",24/03/2025,Laser JYF,507 JFY,,,,PCP
106914,032352 - SUPORTE FRONTAL FURADO _ CHASSI _ CBH-CBHM,18,,,,"4,75 mm ","0,8174","1210,00 × 4040,00 mm","3,00",24/03/2025,Laser JYF,793 JFY,,,,PCP
106914,032353 - COMPL. SUPORTE FRONTAL _ CHASSI _ CBH-CBHM,18,,,,"4,75 mm ","0,8174","1210,00 × 4040,00 mm","3,00",24/03/2025,Laser JYF,793 JFY,,,,PCP
106914,030368 - FECHAM DA TRANSVERSINA,42,,,,"4,75 mm ","0,8174","1210,00 × 4040,00 mm","3,00",24/03/2025,Laser JYF,793 JFY,,,,PCP
106914,033889 - REFORÇO INTERIOR DO CABEÇÃO,36,,,,"4,75 mm ","0,8174","1210,00 × 4040,00 mm","3,00",24/03/2025,Laser JYF,793 JFY,,,,PCP
106914,412168 ARRUELA DE ENCOSTO,51,,,,"4,75 mm ","0,8174","1210,00 × 4040,00 mm","3,00",24/03/2025,Laser JYF,793 JFY,,,,PCP
106914,031217 - FECHAM. SUPERIOR COMPL. DIANT. M18,42,,,,"4,75 mm ","0,8174","1210,00 × 4040,00 mm","3,00",24/03/2025,Laser JYF,793 JFY,,,,PCP
106914,030388 - COMPLEMENTO BASE MÓVEL,234,,,,"4,75 mm ","0,8174","1210,00 × 4040,00 mm","3,00",24/03/2025,Laser JYF,793 JFY,,,,PCP
106915,032889 - QUEBRA ONDAS [CORPO DO TANQUE -,6,,,,12,"0,8.60318e+19","4000,00 x 1200,00 mm","6,00",24/03/2025,Laser,2748,,,,PCP
106915,032901 - FECHAMENTO TRASEIRO [CORPO DO T,6,,,,12,"0,8.60318e+19","4000,00 x 1200,00 mm","6,00",24/03/2025,Laser,2748,,,,PCP
106915,456469 - PLASMA,6,,,,12,"0,8.60318e+19","4000,00 x 1200,00 mm","6,00",24/03/2025,Laser,2748,,,,PCP
106915,030373 - TRASNV. INTERM. CENTRAL [CAÇAMB,18,,,,12,"0,8.60318e+19","4000,00 x 1200,00 mm","6,00",24/03/2025,Laser,2748,,,,PCP
106915,030380-REFORÇO INETRNO TRASEIRO-plasma,24,,,,12,"0,8.60318e+19","4000,00 x 1200,00 mm","6,00",24/03/2025,Laser,2748,,,,PCP
106915,25656,168,,,,12,"0,8.60318e+19","4000,00 x 1200,00 mm","6,00",24/03/2025,Laser,2748,,,,PCP
106915,031207 - FECHAM. DO FUEIRO _ CAÇAMBA _ C,24,,,,12,"0,8.60318e+19","4000,00 x 1200,00 mm","6,00",24/03/2025,Laser,2748,,,,PCP
106915,031203 - REFORÇO INTERNO DIANTEIRO M19 v,0,,,,12,"0,8.60318e+19","4000,00 x 1200,00 mm","6,00",24/03/2025,Laser,2748,,,,PCP
20152,027542 - SUPORTE GANCHO DE ENGATE,17,"44,37 × 52,34 mm","0,1 kg",0:00:14,"MS 10,00 mm ","85,39%","2100,00 × 1510,00 mm","1,00",24/03/2025,Plasma,,opp,,,PCP
20152,027507 - CHAPA VIRADA ENGATE,2,"1086,47 × 50,00 mm","4,0 kg",0:01:48,"MS 10,00 mm ","85,39%","2100,00 × 1510,00 mm","1,00",24/03/2025,Plasma,,opp,,,PCP
20152,027508 - CHAPA DE LIGAÇÃO INFERIOR,2,"925,00 × 710,00 mm","51,2 kg",0:02:08,"MS 10,00 mm ","85,39%","2100,00 × 1510,00 mm","1,00",24/03/2025,Plasma,,opp,,,PCP
20152,030554 - BATENTE DA ESCADA MÓVEL,14,"60,00 × 38,00 mm","0,1 kg",0:00:14,"MS 10,00 mm ","85,39%","2100,00 × 1510,00 mm","1,00",24/03/2025,Plasma,,opp,,,PCP
20152,029156 - ESBARRO CONJUNTO BRACO,4,"111,00 × 111,00 mm","0,5 kg",0:00:35,"MS 10,00 mm ","85,39%","2100,00 × 1510,00 mm","1,00",24/03/2025,Plasma,,opp,,,PCP
20152,035380 - SAPATA,4,"190,00 × 210,00 mm","3,0 kg",0:01:30,"MS 10,00 mm ","85,39%","2100,00 × 1510,00 mm","1,00",24/03/2025,Plasma,,opp,,,PCP
20152,494495LA - DOBRADIÇA [TAMPA TRASEIRA - CBHM],0,"87,00 × 110,00 mm","0,4 kg",0:00:33,"MS 10,00 mm ","85,39%","2100,00 × 1510,00 mm","1,00",24/03/2025,Plasma,,opp,,,PCP
20152,"031045 - SAPATA MAIOR [CHASSI 1 EIXO - CBH_CBHM 4,0_6,0T]",12,"165,00 × 522,00 mm","6,5 kg",0:02:51,"MS 10,00 mm ","85,39%","2100,00 × 1510,00 mm","1,00",24/03/2025,Plasma,,opp,,,PCP
20152,417233 - ARRUELA DE REFORÇO [EIXO BALANCIM - FA2],40,"64,00 × 64,00 mm","0,2 kg",0:00:29,"MS 10,00 mm ","85,39%","2100,00 × 1510,00 mm","1,00",24/03/2025,Plasma,,opp,,,PCP
1629 JFY,031512 - REFORÇO 2,42,150.00 * 150.00,,,"4,75 mm ","0,915","1200,00 × 4040,00 mm","7,00",24/03/2025,Laser JYF,,opp,,,PCP
1629 JFY,014527 - FECH LAT TAMPA TRAS M09 (10.000) CBHM,7,100.00 * 1500.00,,,"4,75 mm ","0,915","1200,00 × 4040,00 mm","7,00",24/03/2025,Laser JYF,,opp,,,PCP
1629 JFY,"460230 - CANTONEIRA INFERIOR _ TAMPA TRASEIRA 0,6-1,1-1,5M _ CBHM 3500-5000-6000-8000-10000",7,1686.00 * 96.05,,,"4,75 mm ","0,915","1200,00 × 4040,00 mm","7,00",24/03/2025,Laser JYF,,opp,,,PCP
1629 JFY,20250324,7,600.00 * 100.00,,,"4,75 mm ","0,915","1200,00 × 4040,00 mm","7,00",24/03/2025,Laser JYF,,opp,,,PCP
1629 JFY,031485 - LONGARINA _ CHASSI _ CBHM 6000 CAFEEIRA,21,3285.00 * 347.43,,,"4,75 mm ","0,915","1200,00 × 4040,00 mm","7,00",24/03/2025,Laser JYF,,opp,,,PCP
1629 JFY,030645- REFORÇO TRANSV. TRAS. DIANT.,21,190.00 * 647.00,,,"4,75 mm ","0,915","1200,00 × 4040,00 mm","7,00",24/03/2025,Laser JYF,,opp,,,PCP
1629 JFY,030375 - FIXADOR [TAMPA LATERAL - CBH],140,100.00 * 94.97,,,"4,75 mm ","0,915","1200,00 × 4040,00 mm","7,00",24/03/2025,Laser JYF,,opp,,,PCP
1629 JFY,494616 - FECHAMENTO SUPERIOR [FUEIRO - CBHM],161,40.00 * 95.00,,,"4,75 mm ","0,915","1200,00 × 4040,00 mm","7,00",24/03/2025,Laser JYF,,opp,,,PCP
1629 JFY,030388 - COMPLEMENTO BASE MÓVEL,49,78.99 * 36.70,,,"4,75 mm ","0,915","1200,00 × 4040,00 mm","7,00",24/03/2025,Laser JYF,,opp,,,PCP
106916,30553,40,,,,2 mm,"0,9383","1210,00 × 3510,00 mm","20,00",24/03/2025,Laser JYF,507 JFY,,,,PCP
1630 JFY,460680 - TRANSVERSINA CENTRAL [PLATAFORMA - CBHM5000],56,1794.00 * 148.91,,,"3,75 mm ","0,953","1210,00 × 4000,00 mm","4,00",24/03/2025,Laser JYF,,opp,,,PCP
1630 JFY,460679,20,615.00 * 148.00,,,"3,75 mm ","0,953","1210,00 × 4000,00 mm","4,00",24/03/2025,Laser JYF,,opp,,,PCP
1630 JFY,450790,20,148.00 * 564.00,,,"3,75 mm ","0,953","1210,00 × 4000,00 mm","4,00",24/03/2025,Laser JYF,,opp,,,PCP
106917,032553 [LASER] - TRANSVERSINA TRASEIRA _ PLATAFORMA _ CBHM 3500-5000-6000-8000-10000,18,,,,"3,04 mm ","0,8995","1500,00 × 4000,00 mm","3,00",24/03/2025,Laser JYF,1460 JFY,,,,PCP
106917,035452 - SUPORTE DOS TUBOS HIDRAULICOS,24,,,,"3,04 mm ","0,8995","1500,00 × 4000,00 mm","3,00",24/03/2025,Laser JYF,1460 JFY,,,,PCP
106917,440115-PLASMA,9,,,,"3,04 mm ","0,8995","1500,00 × 4000,00 mm","3,00",24/03/2025,Laser JYF,1460 JFY,,,,PCP
106917,030366 - TRANSVERSINA INFERIOR MAIOR [CAÇAMBA - CBH],9,,,,"3,04 mm ","0,8995","1500,00 × 4000,00 mm","3,00",24/03/2025,Laser JYF,1460 JFY,,,,PCP
106917,030614 - REFORÇO INTERNO DO ENGATE,21,,,,"3,04 mm ","0,8995","1500,00 × 4000,00 mm","3,00",24/03/2025,Laser JYF,1460 JFY,,,,PCP
106917,016135 - FECHAM INT EIXO (CEN) F6 SS,114,,,,"3,04 mm ","0,8995","1500,00 × 4000,00 mm","3,00",24/03/2025,Laser JYF,1460 JFY,,,,PCP
106918,031206A - CHAPEAMENTO FRONTAL [CAÇAMBA - CBH],12,,,,"2,65 mm ","0,9041","1210,00 × 4000,00 mm","6,00",24/03/2025,Laser JYF,1521 JFY,,,,PCP
106918,031207 - FECHAM. DO FUEIRO _ CAÇAMBA _ CBH,36,,,,"2,65 mm ","0,9041","1210,00 × 4000,00 mm","6,00",24/03/2025,Laser JYF,1521 JFY,,,,PCP
106919,031206B,12,,,,"2,65 mm ","0,9193","1200,00 × 2500,00 mm","2,00",24/03/2025,Laser JYF,1501 JFY,,,,PCP
106919,465793-PLASMA,16,,,,"2,65 mm ","0,9193","1200,00 × 2500,00 mm","2,00",24/03/2025,Laser JYF,1501 JFY,,,,PCP
106919,031203 - REFORÇO INTERNO DIANTEIRO M19 v2,4,,,,"2,65 mm ","0,9193","1200,00 × 2500,00 mm","2,00",24/03/2025,Laser JYF,1501 JFY,,,,PCP
20153,029518 - PISO DA GAIOLA,2,"1152,96 × 1077,04 mm","29,5 kg",0:03:05,"MS 3,04 mm A.D","91,92%","2520,00 × 1200,00 mm","1,00",24/03/2025,Plasma,,opp,,,PCP
20153,029135 - DEGRAU ESCADA,14,"300,00 × 74,56 mm","0,5 kg",0:00:18,"MS 3,04 mm A.D","91,92%","2520,00 × 1200,00 mm","1,00",24/03/2025,Plasma,,opp,,,PCP
20154,031740 - SUPORTE EXTERNO,20,"244,00 × 279,00 mm","5,3 kg",0:01:08,"MS 16,00 mm ","71,17%","1120,00 × 2550,00 mm","1,00",24/03/2025,Plasma,,opp,,,PCP
20154,031736 - SUPORTE INTERNO,25,"244,00 × 204,00 mm","3,4 kg",0:01:08,"MS 16,00 mm ","71,17%","1120,00 × 2550,00 mm","1,00",24/03/2025,Plasma,,opp,,,PCP
20154,031239 - DOBRADIÇA HORIZONTAL M18,77,"90,00 × 89,44 mm","0,4 kg",0:00:39,"MS 16,00 mm ","71,17%","1120,00 × 2550,00 mm","1,00",24/03/2025,Plasma,,opp,,,PCP
20154,031225 - DOBRADIÇA SUPERIOR,28,"103,00 × 145,46 mm","0,9 kg",0:00:46,"MS 16,00 mm ","71,17%","1120,00 × 2550,00 mm","1,00",24/03/2025,Plasma,,opp,,,PCP
